Site,Year,Season,Initial_depth,Final_depth,Video.transect,Zone,Abudefduf_troschelii,Acanthurus_xanthopterus,Alphestes_immaculatus,Anisotremus_interruptus,Apogon_sp,Arothron_meleagris,Azurina_atrilobata,Balistes_polylepis,Bodianus_diplotaenia,Bodianus_pulcher,Canthigaster_punctatissima,Caranx_caballus,Caulolatilus_princeps,Cephalopholis_colonus,Cephalopholis_panamensis,Chaetodon_humeralis,Chanos_chanos,Chilomycterus_reticulatus,Chromis_alta,Chromis_limbaughi,Cirrhitichthys_oxycephalus,Diodon_holocanthus,Diodon_hystrix,Epinephelus_labriformis,Epinephelus_quinquefasciatus,Fistularia_commersonii,Gymnothorax_castaneus,Haemulon_flaviguttatum,Haemulon_maculicauda,Haemulon_sexfasciatum,Halichoeres_dispilus,Halichoeres_melanotis,Halichoeres_nicholsi,Halichoeres_sp,Heteroconger_sp,Heterodontus_francisci,Holacanthus_passer,Hoplopagrus_guentherii,Hypanus_dipterurus,Johnrandallia_nigrirostris,Kyphosus_elegans,Kyphosus_sp,Kyphosus_vaigiensis,Liopropoma_fasciatum,Lutjanus_argentiventris,Lutjanus_guttatus,Lutjanus_jordani,Lutjanus_novemfasciatus,Lutjanus_sp,Lutjanus_viridis,Microspathodon_dorsalis,Mulloidichthys_dentatus,Mycteroperca_jordani,Mycteroperca_prionura,Mycteroperca_rosacea,Mycteroperca_sp,Myripristis_leiognathus,Ophioblennius_steindachneri,Ostracion_meleagris,Oxycirrhites_typus,Paralabrax_auroguttatus,Plagiotremus_azaleus,Pomacanthus_zonipectus,Prionurus_laticlavius,Pristigenys_serrula,Prognathodes_falcifer,Pronotogrammus_multifasciatus,Pseudobalistes_naufragium,Pseudupeneus_grandisquamis,Rypticus_bicolor,Rypticus_sp,Sardinops_sagax,Scarus_ghobban,Scarus_perrico,Scarus_rubroviolaceus,Scarus_sp,Scorpaena_guttata,Scorpaena_sp,Seriola_lalandi,Seriola_rivoliana,Serranus_psittacinus,Sphyraena_argentea,Squatina_californica,Stegastes_flavilatus,Stegastes_rectifraenum,Stegastes_sp,Sufflamen_verres,Synodus_lacertinus,Thalassoma_lucasanum,Urobatis_concentricus,Urobatis_halleri,Urobatis_maculatus,Urobatis_sp,Xyrichtys_sp,Zanclus_cornutus,Zapteryx_exasperata
El Bajo,2022,Spring,18.6,16.4,BAS_21Abr22_8de10,Shallow,0,0,0,0,0,22,306,86,24,0,3,0,4,769,1,0,0,0,0,0,61,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,80,0,0,17,0,0,0,0,329,0,0,0,0,0,0,72,0,0,6,5,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,1,0,32,0,245,0,0,0,0,0,0,0
El Bajo,2022,Spring,17.5,15.5,BAS_21Abr22_9de10,Shallow,0,2,0,0,0,27,3,22,8,0,0,0,14,1358,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,21,0,0,280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,27,0,0,0,0,0,0,0
El Bajo,2022,Fall,24.4,10.2,BAS_26Oct22_10de10,Shallow,0,0,0,0,0,0,98,208,6,0,0,0,0,54,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,76,0,0,0,0,0,0,0
El Bajo,2022,Fall,11.6,18.1,BAS_26Oct22_1de10,Shallow,0,0,0,0,0,2,775,76,9,0,0,0,0,927,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,85,0,0,9,0,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,13,0,219,0,0,0,0,0,0,0
El Bajo,2022,Fall,20.3,16.8,BAS_26Oct22_2de10,Shallow,0,0,0,0,0,0,258,103,10,0,1,0,0,613,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,26,0,1,0,0,0,57,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,20,0,585,0,0,0,0,0,0,0
El Bajo,2022,Fall,17.1,16.1,BAS_26Oct22_3de10,Shallow,0,1,0,0,0,0,519,23,13,0,0,0,0,485,0,0,0,0,0,0,9,0,0,5,0,0,4,0,0,0,3,0,9,0,0,0,36,0,0,7,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,1,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,12,0,556,0,0,0,0,0,0,0
El Bajo,2022,Fall,17.4,16.8,BAS_26Oct22_4de10,Shallow,0,0,0,0,0,0,115,15,2,0,4,0,0,268,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,21,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,304,0,0,0,0,0,0,0
El Bajo,2022,Fall,18.1,19.2,BAS_26Oct22_5de10,Shallow,0,0,0,0,0,0,101,64,6,0,0,0,0,260,2,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,8,0,165,0,0,0,0,0,0,0
El Bajo,2022,Fall,17.5,19,BAS_26Oct22_6de10,Shallow,0,0,0,0,0,0,360,30,12,0,0,0,0,147,1,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,0,183,0,0,0,0,0,0,0
El Bajo,2022,Fall,17.2,17.4,BAS_26Oct22_7de10,Shallow,0,0,0,0,0,0,109,110,4,0,1,0,0,166,0,0,0,0,0,0,36,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,33,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,214,0,0,0,0,0,0,0
El Bajo,2022,Fall,17.3,16.3,BAS_26Oct22_8de10,Shallow,0,0,0,0,0,0,14,105,2,0,0,0,0,204,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,143,0,0,0,0,0,0,0
El Bajo,2022,Fall,24.6,25.8,BAS_26Oct22_9de10,Mesophotic,0,0,0,0,0,0,0,174,1,0,0,0,0,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31,0,0,0,0,0,0,0
El Bajo,2022,Spring,63.8,63.8,BAS2_21Abr22_10de10,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,12,112,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,63,62.3,BAS2_21Abr22_1de10,Mesophotic,0,0,0,0,0,0,3,0,0,0,0,0,22,83,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,62.7,62.1,BAS2_21Abr22_2de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,65,36,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,62.3,59.5,BAS2_21Abr22_3de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,69,20,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,151,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,60.3,59.1,BAS2_21Abr22_4de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,92,22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,60.2,63.8,BAS2_21Abr22_5de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,115,93,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,197,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,62.5,54.1,BAS2_21Abr22_6de10,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,1,55,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,59.9,57.5,BAS2_21Abr22_7de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,24,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,59,58.8,BAS2_21Abr22_8de10,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,21,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bajo,2022,Spring,58.3,63.8,BAS2_21Abr22_9de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,9,168,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,6.4,14.9,ISE_19Abr22_10de11,Shallow,1,0,0,0,0,0,222,0,22,0,0,0,0,19,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,22,0,8,0,490,0,0,0,0,0,0,0
Los Islotes,2022,Spring,<30,<30,ISE_19Abr22_11de11,Shallow,0,0,0,0,0,0,274,0,5,0,0,0,0,24,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0
Los Islotes,2022,Spring,29.9,20.1,ISE_19Abr22_1de11,Shallow,0,0,0,0,0,0,0,1,8,0,0,0,0,179,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Los Islotes,2022,Spring,21.4,22.6,ISE_19Abr22_2de11,Mesophotic,0,0,0,7,0,0,12,4,4,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,20.7,20.7,ISE_19Abr22_3de11,Shallow,0,0,0,0,5,0,101,1,1,0,1,0,0,95,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,18.6,5,ISE_19Abr22_4de11,Shallow,0,0,0,0,0,0,384,3,5,0,0,0,0,64,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0
Los Islotes,2022,Spring,3.3,0.7,ISE_19Abr22_5de11,Shallow,14,0,0,1,0,0,24,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,570,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Los Islotes,2022,Spring,0.3,5.1,ISE_19Abr22_6de11,Shallow,277,0,0,0,0,0,295,0,4,0,0,0,0,21,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,0,0,0,0,2,5,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2442,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,89,0,0,0,0,0,0,0
Los Islotes,2022,Spring,1.8,0.1,ISE_19Abr22_7de11,Shallow,1,2,0,0,0,0,402,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,10,0,0,0,10,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,5255,0,1,2,0,0,0,0,0,2,0,0,0,19,0,2,0,707,0,0,0,0,0,0,0
Los Islotes,2022,Spring,5.4,0.1,ISE_19Abr22_8de11,Shallow,1,0,0,0,0,0,4,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,5,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,10293,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,112,0,0,0,0,0,0,0
Los Islotes,2022,Spring,0.8,4.8,ISE_19Abr22_9de11,Shallow,3,0,0,0,0,2,589,0,9,0,0,0,0,9,1,0,0,0,228,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,1,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,20,0,3,0,507,0,0,0,0,0,4,0
Los Islotes,2022,Fall,13.6,12.9,ISE_24Oct22_10de10,Shallow,0,0,0,0,0,2,1223,1,2,0,0,0,0,180,0,0,0,0,0,32,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,51,0,0,0,0,0,0,0
Los Islotes,2022,Fall,7.8,15.4,ISE_24Oct22_1de10,Shallow,0,0,0,0,0,1,313,0,10,0,0,0,0,17,2,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,12,0,0,0,0,1,0,0,2,0,0,1,0,0,0,5,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,5,0,97,0,0,0,0,0,0,0
Los Islotes,2022,Fall,14.2,18.5,ISE_24Oct22_2de10,Shallow,0,0,0,0,0,3,176,0,5,0,4,0,0,63,1,0,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,34,0,0,0,0,0,0,0
Los Islotes,2022,Fall,20.6,22.9,ISE_24Oct22_3de10,Shallow,0,0,0,0,0,0,227,0,6,0,1,0,0,12,1,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,41,0,0,0,0,0,0,0
Los Islotes,2022,Fall,21.1,13.2,ISE_24Oct22_4de10,Shallow,0,0,0,0,0,3,195,1,6,0,2,0,0,4,1,0,0,0,0,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0
Los Islotes,2022,Fall,17.2,21.6,ISE_24Oct22_5de10,Shallow,0,0,0,0,0,0,372,0,10,0,2,0,0,16,0,0,0,0,0,82,1,1,0,0,0,0,0,0,82,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0
Los Islotes,2022,Fall,15.6,10.6,ISE_24Oct22_6de10,Shallow,0,0,0,0,0,6,127,0,3,0,0,0,0,7,0,0,0,0,0,21,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0
Los Islotes,2022,Fall,9,11.7,ISE_24Oct22_7de10,Shallow,0,0,0,0,0,4,261,0,12,0,7,0,0,95,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,6,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,5,0,112,0,0,0,0,0,1,0
Los Islotes,2022,Fall,12.4,14.2,ISE_24Oct22_8de10,Shallow,0,0,0,0,0,2,742,0,13,0,1,0,0,16,2,0,0,0,0,100,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,1,0,20,0,0,0,0,1,8,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,31,0,0,0,0,0,1,0
Los Islotes,2022,Fall,12.8,13.4,ISE_24Oct22_9de10,Shallow,0,0,0,0,0,5,755,3,1,0,1,0,0,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,2,0,0,9,0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,37,0,0,0,0,0,0,0
Los Islotes,2022,Spring,33,34.9,ISE2_19Abr22_1de5,Mesophotic,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,33.8,29.8,ISE2_19Abr22_2de5,Mesophotic,0,0,0,0,0,0,0,127,11,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,31.4,34.6,ISE2_19Abr22_3de5,Mesophotic,0,0,0,0,0,0,0,323,6,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,35.4,33,ISE2_19Abr22_4de5,Mesophotic,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,31.3,30.3,ISE2_19Abr22_5de5,Mesophotic,0,0,0,0,0,0,0,192,3,0,0,0,0,0,0,4,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,15.9,14.6,PLO_20Abr22_10de10,Shallow,0,0,0,4,0,0,21,0,4,0,0,0,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,15.8,14.9,PLO_20Abr22_1de10,Shallow,0,0,0,1,0,0,40,0,11,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,10,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,16.3,13.1,PLO_20Abr22_2de10,Shallow,0,0,0,1,0,0,125,0,7,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,2,0,0,35,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,16,10.5,PLO_20Abr22_3de10,Shallow,5,1,0,0,0,0,92,0,5,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,1,0,3,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0
Punta Lobos,2022,Spring,8.4,17.8,PLO_20Abr22_4de10,Shallow,0,0,0,0,0,0,116,1,8,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,19.7,20.8,PLO_20Abr22_5de10,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,22.3,18.6,PLO_20Abr22_6de10,Shallow,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
